,Company name,"Total assets
m USD
2014","Total assets
m USD
2013","Total assets
m USD
2012","Total assets
m USD
2011","Operating
revenue
(Turnover)
m USD
2014","Operating
revenue
(Turnover)
m USD
2013","Operating
revenue
(Turnover)
m USD
2012","Operating
revenue
(Turnover)
m USD
2011","Number of employees
Last avail. yr","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011"
213.,SHINHAN BANK AMERICA,965.918,985.127,972.131,957.917,39.632,40.81,47.489,49.093,202,213,210,215,217
214.,"DREYFUS STRATEGIC MUNICIPALS, INC.",832.7812,826.4085,866.97427,810.29311,39.81826,39.76829,42.09476,42.85636,-1,-1,-1,-1,-1
215.,MAHOPAC BANK,1048.508,990.218,905.238,881.694,39.034,36.756,36.114,35.991,120,118,119,125,117
216.,FIRST CHOICE FINANCIAL FEDERAL CREDIT UNION,856.25062,785.28673,767.74122,647.57531,39.24423,38.23378,32.98458,31.87661,26,26,28,24,27
217.,EVANS BANK NATIONAL ASSOCIATION,840.726,824.028,799.61,730.893,34.949,33.931,33.762,31.638,206,207,201,185,242
218.,GSC CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219.,NEUBERGER BERMAN TRUST COMPANY NATIONAL ASSOCIATION,31.354,30.442,27.127,22.13,42.082,38.479,33.127,30.222,31,33,34,33,30
220.,ROMAN MORTGAGE LTD,-1,-1,-1,-1,-1,-1,-1,37.5,75,-1,-1,-1,75
221.,VISIONS FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
222.,MELROSE CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
223.,RHINEBECK SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
224.,SEA COMM FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
225.,SUNMARK FEDERAL CREDIT UNION INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
226.,HOMEBRIDGE MORTGAGE BANKERS,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
227.,BANK OF GREENE COUNTY,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
228.,TOMPKINS TRUST CO INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
229.,SUFFOLK FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
230.,GOLDPOINT MORTGAGE BANKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
231.,DANNEMORA FEDERAL CREDIT UNION INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
232.,MID HUDSON VALLEY FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
233.,ACCESS INDUSTRIES INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
234.,ATLANTIC TRUST PELL RUDMAN,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
235.,GIBRALTAR MORTGAGE CORP INC,-1,-1,-1,-1,-1,-1,37.5,-1,75,-1,-1,75,-1
236.,RONDOUT SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
237.,FAIRFIELD INTERNATIONAL MANAGERS INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
238.,FIRST AMERICAN EQUIPMENT FINANCE,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
239.,EVERGOOD PRODUCTS CORP,-1,-1,-1,-1,-1,-1,-1,37.5,175,-1,-1,-1,175
240.,LLOYDS BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
241.,MERCHANT FACTORS CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
242.,ALM MEDIA HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
243.,BANK OF CHINA HOLDING LTD,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
244.,STATE BANK OF INDIA,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
245.,CARVER BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
246.,SIDNEY FEDERAL CREDIT UNION INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
247.,PREMIUM MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
248.,UNESCO ORGANIZATION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
249.,BERKSHIRE BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
250.,PRECHARGE RISK MANAGEMENT SOLUTIONS,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
251.,MARKET STREET MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
252.,US MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
253.,CONTINENTAL HOME LOANS INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
254.,FIRST HOME MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,37.5,75,-1,-1,-1,75
255.,HILLDUN CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
256.,ALCENTRA,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
257.,MORTGAGE ZONE,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
258.,AMERICAS TOWER MESSENGER CENTER,-1,-1,-1,-1,-1,-1,-1,-1,750,-1,-1,-1,-1
259.,PET BUSINESS,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
260.,FIRST CREDIT & COMMERCE CORP,-1,-1,-1,-1,-1,37.5,-1,-1,75,-1,75,-1,-1
261.,NASSAU EDUCATORS FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
262.,ARLEN CORP,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
263.,ADIRONDACK TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
264.,PUTNAM COUNTY SAVINGS BANK INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
265.,WALDEN SAVINGS BANKS,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
266.,BEACON FEDERAL BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
267.,NATIONAL FINANCIAL SERVICES,-1,-1,-1,-1,-1,-1,37.5,-1,375,-1,-1,375,-1
268.,MASPETH FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
269.,VANGUARD ATLANTIC LTD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
270.,EVANS BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
271.,BURKE WINIFRED MASTERSON,-1,-1,-1,-1,-1,-1,-1,-1,750,-1,-1,-1,-1
272.,SPECTRUM SATELLITE SERVICES,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
273.,ADIRONDACK BANKCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
274.,ELMIRA SAVINGS BANK FSB,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
275.,GREENE COUNTY BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
276.,INDUSTRIAL ENTERPRISES OF AMERICA INC,-1,-1,-1,-1,37.5,-1,-1,-1,75,75,-1,-1,-1
277.,MEDALLION FINANCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
278.,CAPITOL ONE BANK,-1,-1,-1,-1,37.5,-1,-1,-1,75,75,-1,-1,-1
279.,LEGG MASON PRIVATE PORTFOLIO GROUP LLC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
280.,CRP AAC 650 MADISON,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281.,JLT HOLDINGS,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
282.,MERIDIA COMMUNITY CR UN,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
283.,EA ROMANO,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
284.,ETON PARK CAPITAL MANAGEMENT LP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
285.,INFINITY AUGMENTED REALITY INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
286.,COLSON SERVICES CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
287.,MILLARD FILLMORE,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
288.,GOLD COAST BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
289.,CASABELLA HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
290.,FIRST NEWYORK FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
291.,TRIAN CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
292.,CONVERGEX HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
293.,PENNANTPARK SENIOR FLOATING RATE FUND INC.,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
294.,WATERFALL VICTORIA REO HOLDINGS,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
295.,ATLANTIC FINANCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
296.,"REVAL HOLDINGS, INC.",-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
297.,COMMUNITY NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
298.,METROPOLITAN COMMERCIAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
299.,ULSTER FEDERAL CREDIT UNION,1046.39329,1043.09189,995.43948,940.11166,37.15014,37.45764,38.87862,35.88824,29,29,29,31,31
300.,OSWEGO COUNTY FEDERAL CREDIT UNION,606.31095,542.92559,503.51527,440.63119,36.44458,33.78296,30.84315,27.47979,22,22,20,17,16
301.,TOWN OF HEMPSTEAD EMPLOYEES FEDERAL CREDIT UNION,1154.46208,1155.32895,1171.48867,1082.54321,36.33815,37.1838,38.08894,39.93021,20,20,21,22,23
302.,ACMG FEDERAL CREDIT UNION,552.59233,537.16314,523.93213,503.97049,36.00362,33.8526,35.57386,35.54367,29,29,30,31,26
303.,THE LYONS NATIONAL BANK,806.278,732.384,664.859,554.692,31.715,29.868,27.249,24.46,185,175,163,155,142
304.,"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",30.257,28.906,27.857,26.81,34.024,17.407,14.79,18.141,6,6,6,7,9
305.,"APPONLINE.COM, INC.",-1,-1,-1,-1,-1,-1,-1,-1,756,-1,-1,-1,-1
306.,MARATHON BANKING CORP,-1,-1,-1,880.88,-1,-1,-1,31.789,158,-1,-1,-1,158
307.,PUTNAM COUNTY SAVINGS BANK INC,991.048,960.495,961.351,956.415,24.918,22.922,23.793,27.038,168,138,137,136,133
308.,CREDIT SUISSE HIGH YIELD BOND FUND,458.32657,467.10083,416.79516,312.71542,32.79126,34.02143,29.99535,28.11025,-1,-1,-1,-1,-1
309.,JJR HOLDING COMPANY INC,-1,-1,562.111,566.256,-1,-1,30.8,31.109,115,-1,-1,115,111
310.,THE BANK of GREENE COUNTY,711.589,652.801,625.405,-1,27.67,26.219,26.171,-1,134,126,124,125,-1
311.,"DREYFUS STRATEGIC MUNICIPAL BOND FUND, INC.",618.30031,614.88938,659.21208,595.14012,30.05089,30.67832,31.24209,32.20205,-1,-1,-1,-1,-1
312.,SARATOGA INVESTMENT CORP.,263.56006,215.16813,174.41143,125.49063,27.37536,22.89375,17.00681,13.51168,-1,-1,-1,-1,-1
313.,RHINEBECK BANK,650.982,612.609,606.121,567.066,30.474,31.928,29.712,25.669,159,162,176,176,143
314.,CARVER FEDERAL SAVINGS BANK,645.935,638.901,640.482,-1,24.85,25.52,25.815,-1,128,129,133,128,-1
315.,THE WAREHOUSE TRUST COMPANY LLC,11.225,11.582,19.49,34.176,30.04,32.567,54.603,62.806,67,57,46,62,67
316.,SOLVAY BANK,754.392,686.029,653.75,620.443,25.298,24.529,24.32,25.041,156,156,150,152,152
317.,"ADIRONDACK BANK, NATIONAL ASSOCIATION",675.79,643.67,586.241,580.713,25.524,23.09,23.736,22.212,173,169,163,156,153
318.,ORANGE COUNTY TRUST COMPANY,715.589,667.002,653.134,632.901,24.846,24.163,25.464,25.52,123,109,110,109,113
319.,MERIDIA COMMUNITY FEDERAL CREDIT UNION,554.77983,520.42759,478.15467,439.93377,24.41227,22.4656,20.65804,19.53995,22,22,19,17,17
320.,GREATER WOODLAWN FEDERAL CREDIT UNION,1148.24324,1106.70295,1056.41913,1000.13414,24.03347,23.60714,24.79333,23.29687,17,17,16,16,16
321.,NEW YORK TIMES EMPLOYEES FEDERAL CREDIT UNION,739.76392,766.71956,778.28617,763.84653,23.33487,24.32303,27.36617,29.01994,14,14,14,14,14
322.,PATHFINDER BANK,560.634,503.74,477.383,442.654,20.87,19.15,17.864,17.426,124,122,112,110,110
323.,NORTHEASTERN ENGINEERS FEDERAL CREDIT UNION,639.38474,707.40244,758.74965,644.27763,22.78286,21.86787,24.58316,21.58865,12,12,12,12,11
324.,EVERCORE TRUST COMPANY NA,25.572,25.725,33.658,32.797,19.649,19.844,20.954,20.164,42,41,39,36,-1
325.,MERRILL LYNCH PREFERRED CAPITAL TRUST I,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326.,"VILLAGE FINANCIAL SERVICES, LTD.",-1,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1
327.,"LEGG MASON PARTNERS EQUITY FUND, INC.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
328.,"COUNTRY BANK, NEW YORK",525.978,514.97,448.656,467.923,19.093,17.319,19.774,19.592,52,55,51,51,52
329.,STEUBEN TRUST COMPANY,474.949,439.026,419.236,390.694,20.303,19.404,18.931,18.941,121,121,121,118,118
330.,HARVEST CAPITAL CREDIT CORPORATION,119.87,91.34525,49.74504,10.83761,14.71205,8.75997,4.14,0.22977,6,6,4,3,-1
331.,AMERASIA BANK INC,430.422,379.391,313.121,268.299,19.018,18.644,15.639,13.666,58,58,48,38,39
332.,JEFF BANK,435.521,428.772,427.187,432.651,23.459,20.325,20.777,20.882,119,119,121,117,122
333.,NEWBANK,201.325,182.349,157.697,140.722,17.002,15.226,13.392,12.792,37,27,27,27,28
334.,THE BERKSHIRE BANK,755.485,766.716,821.335,854.009,22.396,10.257,23.541,71.135,104,105,114,118,116
335.,ALLIANZGI EQUITY & CONVERTIBLE INCOME FUND,620.71032,616.18224,453.10803,439.54032,21.80876,16.56194,13.48893,12.69904,-1,-1,-1,-1,-1
336.,NEUBERGER BERMAN HIGH YIELD STRATEGIES FUND,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
337.,NORTHEAST COMMUNITY BANK,504.007,447.801,429.97,-1,18.062,17.01,18.489,-1,95,95,102,123,-1
338.,TIOGA STATE BANK,396.558,395.225,388.885,385.339,18.875,17.917,18.231,17.069,100,97,91,93,91
339.,WALDEN SAVINGS BANK,454.725,437.738,434.257,-1,18.902,19.361,20.004,-1,137,134,140,141,-1
340.,BUFFALO SERVICE CREDIT UNION,479.2882,445.96485,437.15363,405.57699,18.5498,18.47434,18.6777,19.29933,13,13,13,13,13
341.,"BROWN BROTHERS HARRIMAN TRUST COMPANY, NA",13.636,12.589,12.201,12.184,18.845,17.324,17.02,16.165,22,22,22,27,28
342.,WINTHROP-UNIVERSITY HOSPITAL EMPLOYEES FEDERAL CREDIT UNION,284.10702,268.99653,268.56513,258.65915,17.54231,16.22072,15.10915,14.76568,8,8,6,7,7
343.,LAKE SHORE SAVINGS BANK,486.806,481.333,481.062,-1,16.625,16.965,16.872,-1,109,108,109,107,-1
344.,BALLSTON SPA BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
345.,PATHFINDER BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
346.,BALLSTON SPA NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
347.,PONCE DE LEON FEDERAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
348.,PREMIUM CAPITAL FUNDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
349.,BANK OF AKRON,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
350.,CONCORD MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
351.,SEAPORT FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
352.,CORNING CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
353.,HUDSON RIVER COMMUNITY CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
354.,RIVERSIDE BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
355.,SLEEPY HOLLOW NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
356.,ALDEN STATE BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
357.,MATCO GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
358.,FIRST HERITAGE FCU,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
359.,WEST NEW YORK MORTGAGE ASSISTANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
360.,MORTGAGESELECT COM INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
361.,VSB BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
362.,RER LEASING CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
363.,SOLVAY BANK CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
364.,PARAGON FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
365.,ALLIANCE MORTGAGE BANKING CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
366.,SUFFOLK COUNTY NATIONAL BA,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
367.,GENESEE REGIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
368.,ICON MORTGAGE & FINANCIAL CORP,-1,-1,-1,-1,-1,17.5,-1,-1,35,-1,35,-1,-1
369.,AMERICU CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
370.,WATERTOWN SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
371.,FINANCIAL INSTITUTIONS RETIREMENT FUND,-1,-1,-1,-1,-1,17.5,-1,-1,175,-1,175,-1,-1
372.,ISLAND FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
373.,YES FUNDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
374.,OMNI FUNDING CORP OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
375.,LAKE SHORE SAVINGS & LOAN ASSOCIATION IN,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
376.,MAPLE CITY SAVINGS BANK F S B,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
377.,WALDEN FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
378.,DELAWARE NATIONAL BANK OF DELHI,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
379.,STEUBEN TRUST CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
380.,1ST REPUBLIC MORTGAGE BANKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
381.,TERRITORY MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
382.,USA FINANCIAL SERVICES LLC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
383.,CHROMA COPY OF AMERICA INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
384.,PLUS ONE HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
385.,FINANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
386.,COMPAGNIE FINANCIERE LUNION,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
387.,NEW MILLENNIUM FINANCIAL CORP,-1,-1,-1,-1,17.5,-1,-1,-1,75,75,-1,-1,-1
388.,NATIONAL BANK OF CANADA,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
389.,FIRST ATLANTIC GROUP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
390.,TOKYO TOMIN BANK LTD,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
391.,UNITED ORIENT BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
392.,ABACUS & ASSOCIATES INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
393.,DE SHAW VALENCE FUND 2 LP,-1,-1,-1,-1,17.5,-1,-1,-1,375,375,-1,-1,-1
394.,BURNHAM ASSET MANAGEMENT CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
395.,COVINGTON HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
396.,MANHATTAN MORTGAGE CO INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
397.,SOLVATION INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
398.,GOLDFARB WATERVIEW ASSOCIATES LLC,-1,-1,-1,-1,17.5,-1,-1,-1,75,75,-1,-1,-1
399.,CFCU COMMUNITY CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
400.,NORTH COUNTRY SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
401.,TOMPKINS TRUSTCO INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
402.,FIRST NEW YORK FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
403.,CENTURION CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
404.,NORTHEAST COMM BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
405.,TIEDEMANN BOLTRES PARTNERS LP,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
406.,GANNAWAY WEB HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
407.,MODELL FINANCIAL INC,-1,-1,-1,-1,-1,-1,17.5,-1,75,-1,-1,75,-1
408.,CHINA AMERICA HOLDING CO,-1,-1,-1,-1,-1,-1,17.5,-1,15,-1,-1,15,-1
409.,CRESCENT MORTGAGE CAPITAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
410.,LOUIS CAPITAL MARKETS,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
411.,CROSS COUNTY FEDERAL SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
412.,RELIANT COMMUNITY CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
413.,CLEARLIGHT MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
414.,MORT WAREHOUSE,-1,-1,-1,-1,17.5,-1,-1,-1,35,35,-1,-1,-1
415.,MILBERG FACTORS INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
416.,UNITED BANK FOR AFRICA,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
417.,RESURGENCE ASSET MANAGEMENT LLC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
418.,MORTGAGE LINE FINANCIAL,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
419.,ELFA INTERNATIONAL INC,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
420.,MORTGAGE WORLD BANKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
421.,TEACHERS FDRL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
422.,INTESA SANPAOLO SPA,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
423.,NEW YORK MORTGAGE CO,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
424.,EQUITY LEAGUE FUND,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
425.,AMERIFIRST MORTGAGE CORP,-1,-1,-1,-1,17.5,-1,-1,-1,35,35,-1,-1,-1
426.,FIRST CENTRAL SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
427.,AMERASIA BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
428.,LEE INTERNET PARTNERS,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
429.,SUMMIT MORTGAGE BANKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
430.,RICKYS HOLDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
431.,NATIONSCREDIT COMMERCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
432.,JEFFERSONVILLE BANCORP,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
433.,EARLYBIRDCAPITAL INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
434.,LAKE SHORE BANCORP INC,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1
435.,AB WATLEY GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
436.,COLEMAN VENTURES GROUP,-1,-1,-1,-1,-1,-1,17.5,-1,1,-1,-1,1,-1
437.,FINANCIAL SERVICES CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
